sys_bd_linea_pdn.descripcion,Provincia,org_ficha_organizacion.nombre,producto,cantidad_final,Departamento,valor_inicial,valor_final,cantidad_inicial,F.Registral,Distrito,timestamp,length
TURISMO,CAYLLOMA,ASOCIACION DE TURISMO SUMAC AMPATO HUANCA,BROCEHATAS DE ALPACA,40,AREQUIPA,0,400,0,01143657,HUANCA,,
TURISMO,CAYLLOMA,ASOCIACION DE TURISMO SUMAC AMPATO HUANCA,CUY CHACTAO,50,AREQUIPA,0,1500,0,01143657,HUANCA,,
TRUCHAS,CARAVELI,COMUNIDAD  CAMPESINA DE SONDOR,TRUCHA,6000,AREQUIPA,22000,15000,3100,01190439,CAHUACHO,,
TURISMO,CONDESUYOS,COMUNIDAD CAMPESINA DE ISPACAS,PAQUETES TURISTICOS,40,AREQUIPA,0,27280,0,01195584,YANAQUIHUA,,
TRUCHAS,CONDESUYOS,COMUNIDAD CAMPESINA UCHUMIRI,TRUCHA,7000,AREQUIPA,28000,84000,3500,01195654,YANAQUIHUA,,
TUBERCULOS ANDINOS,GRAU,COMUNIDAD CAMPESINA VIRUNDO,PAPA PUCAHUAYRO,500,APURIMAC,0,10000,0,02031520,VIRUNDO,,
TUBERCULOS ANDINOS,GRAU,COMUNIDAD CAMPESINA VIRUNDO,PAPA CAMOTILLO,580,APURIMAC,0,11600,0,02031520,VIRUNDO,,
TUBERCULOS ANDINOS,GRAU,COMUNIDAD CAMPESINA VIRUNDO,PAPA PILLPINTO,750,APURIMAC,0,11250,0,02031520,VIRUNDO,,
OVEJAS,PAUCARTAMBO,COMUNIDAD CAMPESINA INQUILPATA,OVINOS,370,CUSCO,1800,55500,30,02078744,CHALLABAMBA,,
TRUCHAS,AYMARAES,ASOCIACION DE PRODUCTORES PISCICOLAS NUEVA ESPERANZA DE UMALO,TRUCHA FRESCA,1200,APURIMAC,5000,14400,500,05004240,TAPAIRIHUA,,
TRUCHAS,AYMARAES,ASOCIACION DE PRODUCTORES PISCICOLAS NUEVA ESPERANZA DE UMALO,TRUCHADA,300,APURIMAC,0,2100,0,05004240,TAPAIRIHUA,,
TRUCHAS,AYMARAES,ASOCIACION DE PRODUCTORES PISCICOLAS NUEVA ESPERANZA DE UMALO,CEVICHE,100,APURIMAC,0,350,0,05004240,TAPAIRIHUA,,
FRUTAS,AYMARAES,COMUNIDAD CAMPESINA DE PACSICA,PLANTONES DE PALTO VARIEDAD JASS,2000,APURIMAC,0,8000,0,05004683,JUSTO APU SAHUARAURA,,
FRUTAS,AYMARAES,COMUNIDAD CAMPESINA DE PACSICA,PLANTONES DE PALTO CRIOLLO INJERTADO,150,APURIMAC,0,600,0,05004683,JUSTO APU SAHUARAURA,,
FRUTAS,AYMARAES,COMUNIDAD CAMPESINA DE PACSICA,PLATOS DIFRENTES A BASE DE CUY,25,APURIMAC,0,250,0,05004683,JUSTO APU SAHUARAURA,,
FRUTAS,AYMARAES,COMUNIDAD CAMPESINA DE PACSICA,NARANJAS,7,APURIMAC,30,70,3,05004683,JUSTO APU SAHUARAURA,,
FRUTAS,ABANCAY,COMUNIDAD CAMPESINA DE CHALHUANI,PLANTAS DE NARANJA,50,APURIMAC,0,500,0,05004983,PICHIRHUA,,
FRUTAS,ABANCAY,COMUNIDAD CAMPESINA DE CHALHUANI,PLANTAS PINO,100,APURIMAC,0,500,0,05004983,PICHIRHUA,,
FRUTAS,ABANCAY,COMUNIDAD CAMPESINA DE CHALHUANI,PLANTAS DE MANZANA,50,APURIMAC,0,400,0,05004983,PICHIRHUA,,
FRUTAS,ABANCAY,COMUNIDAD CAMPESINA DE CHALHUANI,PLANTAS DE PALTO,80,APURIMAC,0,800,0,05004983,PICHIRHUA,,
OVEJAS,AZANGARO,ASOCIACION DE MEDIANOS PRODUCTORES AGROPECUARIOS ESTRELLA,OVINOS MACHOS,140,PUNO,6000,22400,60,05013592,POTONI,,
OVEJAS,AZANGARO,ASOCIACION DE MEDIANOS PRODUCTORES AGROPECUARIOS ESTRELLA,OVINOS HEMBRAS,60,PUNO,0,9000,0,05013592,POTONI,,
FRUTAS,PAUCARTAMBO,ASOCIACION DE AGRICULTORES VIRGEN DE CHANCA,SEMILLA DE DURAZNO,5,CUSCO,200,1000,3,11000588,CHALLABAMBA,,
FRUTAS,PAUCARTAMBO,ASOCIACION DE AGRICULTORES VIRGEN DE CHANCA,SEMILLA DE MANZANA,5,CUSCO,0,2000,0,11000588,CHALLABAMBA,,
ARTE Y CULTURA,PAUCARTAMBO,ASOCIACION DE AGRICULTORES VIRGEN DE CHANCA,SERVICIOS MUSICALES,15,CUSCO,1000,12000,5,11000588,CHALLABAMBA,,
TRUCHAS,CANDARAVE,ASOCIACION DE PESCADORES DE TRUCHA - QUILAHUANI,TRUCHA,8850,TACNA,0,88500,0,11003527,CURIBAYA,,
TRUCHAS,CANDARAVE,ASOCIACION DE PESCADORES DE TRUCHA - QUILAHUANI,PLATOS A BASE DE TRUCHA,100,TACNA,0,1000,0,11003527,CURIBAYA,,
MIEL DE ABEJA,ABANCAY,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SAN IGNACIO - KIUÑALLA,MIEL DE ABEJA,150,APURIMAC,1200,1800,120,11004678,HUANIPACA,,
MIEL DE ABEJA,ABANCAY,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SAN IGNACIO - KIUÑALLA,MIEL DE ABEJA,75,APURIMAC,100,450,20,11004678,HUANIPACA,,
TURISMO,CAYLLOMA,COMUNIDAD CAMPESINA  HUAMBO,0,0,AREQUIPA,0,3000,0,11005034,HUAMBO,,
CAFE,PAUCARTAMBO,COMUNIDAD CAMPESINA OTOCANI,CAFE ORGANICO,19513,CUSCO,5000,117078,1000,11010607,CHALLABAMBA,,
OVEJAS,CONDESUYOS,COMUNIDAD CAMPESINA DE CHILA CHILA,OVINO - CARNE,840,AREQUIPA,4800,7560,600,11011167,ANDARAY,,
TRUCHAS,CONDESUYOS,COMUNIDAD CAMPESINA DE HUAMANMARCA  OCHURO  TUMPULLO,TRUCHA - CARNE-CAMPAÑA,4500,AREQUIPA,0,40500,0,11011858,ANDARAY,,
ROPA,CANDARAVE,ASOCIACION DE PESCADORES ARTESANALES PAMPA BLANCA DE CURIBAYA,BUZOS ESCOLARES,46,TACNA,0,3680,0,11013800,CURIBAYA,,
TRUCHAS,CANDARAVE,ASOCIACION DE PESCADORES ARTESANALES PAMPA BLANCA DE CURIBAYA,TRUCHA,7650,TACNA,4500,76500,450,11013800,CURIBAYA,,
TRUCHAS,CANDARAVE,ASOCIACION DE PESCADORES ARTESANALES PAMPA BLANCA DE CURIBAYA,PLATOS A BASE DE TRUCHA,2000,TACNA,0,18000,0,11013800,CURIBAYA,,
OVEJAS,AZANGARO,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE LA PARCIALIDAD DE SAPAPUJIO POTONI,OVINOS HEMBRAS,30,PUNO,4500,12000,15,11014491,POTONI,,
OVEJAS,AZANGARO,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE LA PARCIALIDAD DE SAPAPUJIO POTONI,OVINOS MACHOS,96,PUNO,14400,33600,48,11014491,POTONI,,
AVES DE CORRAL,PARURO,ASOCIACION DE PRODUCTORES DE TRIGO  HERMANOS AYAR PACCARECTAMBO,GALLINAS,600,CUSCO,0,24000,0,11014811,PACCARITAMBO,,
UVAS Y VINOS,GRAL. SANCHEZ CERRO,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES DE QUINISTAQUILLAS - ASPRAIQ,PISCOS,500,MOQUEGUA,3000,6000,300,11016088,QUINISTAQUILLAS,,
UVAS Y VINOS,GRAL. SANCHEZ CERRO,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES DE QUINISTAQUILLAS - ASPRAIQ,VINOS,700,MOQUEGUA,6000,10500,500,11016088,QUINISTAQUILLAS,,
PLANTAS AROMATICAS Y MEDICINALES,PARURO,ASOCIACION DE PRODUCTORES ECOLOGICOS DE PLANTAS MEDICINALES Y AROMÃTICAS ANDINAS DEL DISTRITO DE PACCARECTAMBO  ASPROPMAC,ACEITE DE EUCALIPTO,45,CUSCO,5000,36000,10,11016438,PACCARITAMBO,,
PLANTAS AROMATICAS Y MEDICINALES,PARURO,ASOCIACION DE PRODUCTORES ECOLOGICOS DE PLANTAS MEDICINALES Y AROMÃTICAS ANDINAS DEL DISTRITO DE PACCARECTAMBO  ASPROPMAC,"CALENDULA, MUÑA, MENTA, MANZANILLA, TOMILLO,TORONJIL",500,CUSCO,300,750,200,11016438,PACCARITAMBO,,
PLANTAS AROMATICAS Y MEDICINALES,PARURO,ASOCIACION DE PRODUCTORES ECOLOGICOS DE PLANTAS MEDICINALES Y AROMÃTICAS ANDINAS DEL DISTRITO DE PACCARECTAMBO  ASPROPMAC,CUÑUCA,350,CUSCO,0,3500,0,11016438,PACCARITAMBO,,
PLANTAS AROMATICAS Y MEDICINALES,PARURO,ASOCIACION DE PRODUCTORES ECOLOGICOS DE PLANTAS MEDICINALES Y AROMÃTICAS ANDINAS DEL DISTRITO DE PACCARECTAMBO  ASPROPMAC,ARRAYAN,500,CUSCO,0,5750,0,11016438,PACCARITAMBO,,
VERDURAS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SORAYA,TARA EN VAINA A NIVEL ASOCIACION,12000,APURIMAC,16000,30000,8000,11016775,SORAYA,,
VERDURAS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE SORAYA,TARA EN VAINA,9500,APURIMAC,0,25175,0,11016775,SORAYA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS DIOSPA BENDESISCCAN,PAPA PERUANITA,150,APURIMAC,0,2400,0,11017029,SAN JUAN DE CHACÑA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS DIOSPA BENDESISCCAN,PAPA HUAYRO,45,APURIMAC,0,674,0,11017029,SAN JUAN DE CHACÑA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS DIOSPA BENDESISCCAN,PAPA PUTIS,20,APURIMAC,0,440,0,11017029,SAN JUAN DE CHACÑA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS DIOSPA BENDESISCCAN,PAPA BLANCA,0,APURIMAC,520,0,52,11017029,SAN JUAN DE CHACÑA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS DIOSPA BENDESISCCAN,PAPA  CCOMPIS,622,APURIMAC,2655,9330,177,11017029,SAN JUAN DE CHACÑA,,
OVEJAS,PAUCARTAMBO,COMUNIDAD CAMPESINA DE JAJAHUANA,OVINOS (CERNERO),201,CUSCO,2100,32160,30,11018423,CHALLABAMBA,,
TUBERCULOS ANDINOS,AYMARAES,"ASOCIACION DE PRODUCTORES AGROPECUARIOS KUSKA DE LA COMUNIDAD DE LLINQUI, DISTRITO DE TORAYA AYMARAES-APURIMAC",PAPA NATIVA,47000,APURIMAC,45000,94000,25000,11018440,TORAYA,,
FRUTAS,AYMARAES,"ASOCIACION AGROFORESTAL NIÑO JESUS DE TAPAYRIHUA CUMBRES DE HUIPANI, SUPARAURA",PLANTONES DE PALTO,1300,APURIMAC,0,0,0,11018713,TAPAIRIHUA,,
FRUTAS,AYMARAES,"ASOCIACION AGROFORESTAL NIÑO JESUS DE TAPAYRIHUA CUMBRES DE HUIPANI, SUPARAURA",PLANTONES DE CHIRIMOYA,1300,APURIMAC,0,0,0,11018713,TAPAIRIHUA,,
FRUTAS,AYMARAES,"ASOCIACION AGROFORESTAL NIÑO JESUS DE TAPAYRIHUA CUMBRES DE HUIPANI, SUPARAURA",PLANTONES DE LUCMA,300,APURIMAC,0,0,0,11018713,TAPAIRIHUA,,
FRUTAS,AYMARAES,"ASOCIACION AGROFORESTAL NIÑO JESUS DE TAPAYRIHUA CUMBRES DE HUIPANI, SUPARAURA",PALTO,1100,APURIMAC,500,0,500,11018713,TAPAIRIHUA,,
FRUTAS,AYMARAES,"ASOCIACION AGROFORESTAL NIÑO JESUS DE TAPAYRIHUA CUMBRES DE HUIPANI, SUPARAURA",CHIRIMOYA,1350,APURIMAC,1400,0,600,11018713,TAPAIRIHUA,,
FRUTAS,AYMARAES,"ASOCIACION AGROFORESTAL NIÑO JESUS DE TAPAYRIHUA CUMBRES DE HUIPANI, SUPARAURA",NARANJA,1350,APURIMAC,1400,0,600,11018713,TAPAIRIHUA,,
ALPACAS,MELGAR,SOCIEDAD AGRICOLA DE INTERES SOCIAL KENAMARI LTDA N 56,ALPACAS EN PIE,250,PUNO,33000,41250,300,11022843,ANTAUTA,,
ALPACAS,MELGAR,SOCIEDAD AGRICOLA DE INTERES SOCIAL KENAMARI LTDA N 56,FIBRA DE ALPACA BLANCO,240,PUNO,1980,2880,180,11022843,ANTAUTA,,
ALPACAS,MELGAR,SOCIEDAD AGRICOLA DE INTERES SOCIAL KENAMARI LTDA N 56,FIBRA DE ALPACA COLOR,80,PUNO,687.5,1240,55,11022843,ANTAUTA,,
ALPACAS,GRAL. SANCHEZ CERRO,COMUNIDAD CAMPESINA DE LOGEN,LLAMAS,30,MOQUEGUA,1500,6000,10,11022965,MATALAQUE,,
ALPACAS,GRAL. SANCHEZ CERRO,COMUNIDAD CAMPESINA DE LOGEN,ALPACAS,75,MOQUEGUA,3750,15000,25,11022965,MATALAQUE,,
TUBERCULOS ANDINOS,GRAU,ASOCIACION DE PRODUCTORES DE PAPA NATIVA DE TURPAY APU JACYAMARCA,PAPAS NATIVAS,1220,APURIMAC,0,2700,0,11024205,TURPAY,,
TUBERCULOS ANDINOS,GRAU,ASOCIACION DE PRODUCTORES DE PAPA NATIVA DE TURPAY APU JACYAMARCA,PAPA PASÑA SUYTO,500,APURIMAC,0,500,0,11024205,TURPAY,,
TUBERCULOS ANDINOS,GRAU,ASOCIACION DE PRODUCTORES DE PAPA NATIVA DE TURPAY APU JACYAMARCA,PAPAS NATIVAS DE DIFERENTES VARIEDADES,2200,APURIMAC,0,2200,0,11024205,TURPAY,,
TUBERCULOS ANDINOS,GRAU,ASOCIACION DE PRODUCTORES DE PAPA NATIVA DE TURPAY APU JACYAMARCA,CHUÑO,500,APURIMAC,0,500,0,11024205,TURPAY,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES DE PAPA NATIVA DEL ANEXO DE HUACCASA,PAPAS NATIVAS PARA SEMILLAS,10000,APURIMAC,0,20000,0,11026136,CAPAYA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES DE PAPA NATIVA DEL ANEXO DE HUACCASA,VARIEDADES DE PAPA NATIVA PARA CONSUMO,130000,APURIMAC,52500,208000,35000,11026136,CAPAYA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACIÃ³N DE PRODUCTORES DE PAPA NATIVA PROGRESO PACHACUTEK- PUCAHUASI- SAÃ±AYCA.,SEMILLA CATEGORIA COMUN DE PAPA NATIVA,10000,APURIMAC,9000,20000,5000,11026602,SAÑAYCA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACIÃ³N DE PRODUCTORES DE PAPA NATIVA PROGRESO PACHACUTEK- PUCAHUASI- SAÃ±AYCA.,SEMILLA CATEGORIA BASICA DE PAPA NATIVA,41000,APURIMAC,0,110700,0,11026602,SAÑAYCA,,
MIEL DE ABEJA,AYMARAES,ASOCIACION AGROPECUARIA APICULTORES LOS REYES DEL APU DE JUSTO APU SAHUARAURA,CHICHA DE MIEL DE ABEJA,320,APURIMAC,0,640,0,11028071,JUSTO APU SAHUARAURA,,
MIEL DE ABEJA,AYMARAES,ASOCIACION AGROPECUARIA APICULTORES LOS REYES DEL APU DE JUSTO APU SAHUARAURA,MIEL DE ABEJA,650,APURIMAC,1440,9750,120,11028071,JUSTO APU SAHUARAURA,,
MIEL DE ABEJA,AYMARAES,ASOCIACION AGROPECUARIA APICULTORES LOS REYES DEL APU DE JUSTO APU SAHUARAURA,PROPOLEO,40,APURIMAC,0,400,0,11028071,JUSTO APU SAHUARAURA,,
MIEL DE ABEJA,AYMARAES,ASOCIACION AGROPECUARIA APICULTORES LOS REYES DEL APU DE JUSTO APU SAHUARAURA,CAÑA CON MIEL,150,APURIMAC,0,1500,0,11028071,JUSTO APU SAHUARAURA,,
MIEL DE ABEJA,AYMARAES,ASOCIACION AGROPECUARIA APICULTORES LOS REYES DEL APU DE JUSTO APU SAHUARAURA,NUCLEO DE ABEJA,20,APURIMAC,0,1600,0,11028071,JUSTO APU SAHUARAURA,,
MIEL DE ABEJA,AYMARAES,ASOCIACION AGROPECUARIA APICULTORES LOS REYES DEL APU DE JUSTO APU SAHUARAURA,CREMA DE MIEL,120,APURIMAC,0,600,0,11028071,JUSTO APU SAHUARAURA,,
MIEL DE ABEJA,AYMARAES,ASOCIACION AGROPECUARIA APICULTORES LOS REYES DEL APU DE JUSTO APU SAHUARAURA,POLEN,80,APURIMAC,0,640,0,11028071,JUSTO APU SAHUARAURA,,
OREGANO,TARATA,ASOCIACION DE AGRICULTORES AGROPECUARIOS MOLINO TARATA,OREGANO SECO PRIMERA 1 TOPO,1000,TACNA,4000,6500,800,11028140,TARUCACHI,,
TRUCHAS,MELGAR,"ASOCIACION DE POBLADORES DEL SECTOR CHACONI, PARCIALIDAD SULLCAHUATA DISTRITO DE ANTAUTA PROVINCIA DE MELGAR DEPARTAMENTO DE PUNO",TRUCHAS FRESCAS,240,PUNO,1000,2880,100,11028705,ANTAUTA,,
ARTESANIA CERAMICA,GRAU,ASOCIACION DE ARTESANIA Y ALFARERIA TUPYN,TOSTADORAS,670,APURIMAC,250,4690,50,11029509,VIRUNDO,,
ARTESANIA CERAMICA,GRAU,ASOCIACION DE ARTESANIA Y ALFARERIA TUPYN,OLLAS,450,APURIMAC,180,3600,30,11029509,VIRUNDO,,
ARTESANIA CERAMICA,GRAU,ASOCIACION DE ARTESANIA Y ALFARERIA TUPYN,JARROS,300,APURIMAC,60,900,20,11029509,VIRUNDO,,
ARTESANIA CERAMICA,GRAU,ASOCIACION DE ARTESANIA Y ALFARERIA TUPYN,COMEDEROS,220,APURIMAC,0,880,0,11029509,VIRUNDO,,
ARTESANIA CERAMICA,GRAU,ASOCIACION DE ARTESANIA Y ALFARERIA TUPYN,PLATOS,230,APURIMAC,0,690,0,11029509,VIRUNDO,,
ARTESANIA CERAMICA,GRAU,ASOCIACION DE ARTESANIA Y ALFARERIA TUPYN,"",0,APURIMAC,0,0,0,11029509,VIRUNDO,,
ARTESANIA CERAMICA,GRAU,ASOCIACION DE ARTESANIA Y ALFARERIA TUPYN,"",0,APURIMAC,0,0,0,11029509,VIRUNDO,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE MINEROS ARTESANOS Y PRODUCTORES AGROPECUARIOS DE CHACÑA,PAPA NATIVA VARIEDAD CCOMPIS,1739,APURIMAC,250,17390,25,11032890,SAN JUAN DE CHACÑA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE MINEROS ARTESANOS Y PRODUCTORES AGROPECUARIOS DE CHACÑA,PAPA NATIVA VARIEDAD CCACHUNHUACCACHI,100,APURIMAC,0,1200,0,11032890,SAN JUAN DE CHACÑA,,
TUBERCULOS ANDINOS,GRAU,COMITE DE REGANTES SUMAC CARPAY CHECYAPA - PATAYPAMPA-GRAU,PAPA HUAYRO,2500,APURIMAC,0,3750,0,11033199,PATAYPAMPA,,
TUBERCULOS ANDINOS,GRAU,COMITE DE REGANTES SUMAC CARPAY CHECYAPA - PATAYPAMPA-GRAU,PAPA NATIVA HIZA CAÑA,1500,APURIMAC,0,3000,0,11033199,PATAYPAMPA,,
TUBERCULOS ANDINOS,GRAU,COMITE DE REGANTES SUMAC CARPAY CHECYAPA - PATAYPAMPA-GRAU,PAPA NATIVA PASÑA PAPA,1100,APURIMAC,0,2200,0,11033199,PATAYPAMPA,,
TUBERCULOS ANDINOS,GRAU,COMITE DE REGANTES SUMAC CARPAY CHECYAPA - PATAYPAMPA-GRAU,PAPAS NATIVAS PASÑA SUYTO,2000,APURIMAC,400,4000,400,11033199,PATAYPAMPA,,
AVES DE CORRAL,ABANCAY,ASOCIACION DE JOVENES AGROINDUSTRIALES DE APURIMAC,POLLOS PARRILLEROS (3 A 4 SEMANAS),300,APURIMAC,0,3000,0,11033275,TAMBURCO,,
AVES DE CORRAL,ABANCAY,ASOCIACION DE JOVENES AGROINDUSTRIALES DE APURIMAC,POLLOS PARRILLEROS (4 A 6 MESES),200,APURIMAC,0,800,0,11033275,TAMBURCO,,
AVES DE CORRAL,ABANCAY,ASOCIACION DE JOVENES AGROINDUSTRIALES DE APURIMAC,POLLOS PARRILLEROS DECARNE,220,APURIMAC,0,3850,0,11033275,TAMBURCO,,
AVES DE CORRAL,ABANCAY,ASOCIACION DE JOVENES AGROINDUSTRIALES DE APURIMAC,POLLOS PARRILLEROS (2 A 4 MESES),250,APURIMAC,3000,1500,500,11033275,TAMBURCO,,
OVEJAS,ACOMAYO,ASOCIACION DE  CRIADORES DE  OVINOS LOS PASTORCITOS DE YARCCACUNCA,OVINOS DE SAQUE,50,CUSCO,0,4000,0,11034646,RONDOCAN,,
FRUTAS,AYMARAES,ASOCIACION DE FRUTICULTORES DEL VALLE DE SOCCO - MOCHOCO DEL DISTRITO DE TAPAIRIHUA,CHIRIMOYA,3000,APURIMAC,1,2,100,11034890,TAPAIRIHUA,,
FRUTAS,AYMARAES,ASOCIACION DE FRUTICULTORES DEL VALLE DE SOCCO - MOCHOCO DEL DISTRITO DE TAPAIRIHUA,HORTALIZAS,200,APURIMAC,0,1,0,11034890,TAPAIRIHUA,,
FRUTAS,AYMARAES,ASOCIACION DE FRUTICULTORES DEL VALLE DE SOCCO - MOCHOCO DEL DISTRITO DE TAPAIRIHUA,CHIRIMOYA,3000,APURIMAC,0,3,0,11034890,TAPAIRIHUA,,
FRUTAS,AYMARAES,ASOCIACION DE FRUTICULTORES DEL VALLE DE SOCCO - MOCHOCO DEL DISTRITO DE TAPAIRIHUA,PALTAS Y CITRICOS,500,APURIMAC,1,2,100,11034890,TAPAIRIHUA,,
FRUTAS,AYMARAES,ASOCIACION DE FRUTICULTORES DEL VALLE DE SOCCO - MOCHOCO DEL DISTRITO DE TAPAIRIHUA,PALTOS,1000,APURIMAC,0,2,0,11034890,TAPAIRIHUA,,
FRUTAS,AYMARAES,ASOCIACION DE FRUTICULTORES DEL VALLE DE SOCCO - MOCHOCO DEL DISTRITO DE TAPAIRIHUA,CHIRIMOYA,200,APURIMAC,0,0.6,0,11034890,TAPAIRIHUA,,
FRUTAS,AYMARAES,ASOCIACION DE FRUTICULTORES DEL VALLE DE SOCCO - MOCHOCO DEL DISTRITO DE TAPAIRIHUA,PLANTONES PALTO,3000,APURIMAC,0,12,0,11034890,TAPAIRIHUA,,
OVEJAS,AYMARAES,ASOCIACION DE VICTIMAS POR LA VIOLENCIA SOCIO POLITICA JESUS ES EL CAMINO DE ACOYCHA - LUCRE - AYMARAES,CARNE DE OVINO,453,APURIMAC,0,4530,0,11035303,LUCRE,,
OVEJAS,AYMARAES,ASOCIACION DE VICTIMAS POR LA VIOLENCIA SOCIO POLITICA JESUS ES EL CAMINO DE ACOYCHA - LUCRE - AYMARAES,SEMOVIENTES (OVINOS),250,APURIMAC,4000,37500,50,11035303,LUCRE,,
TRUCHAS,CANDARAVE,ASOCIACION DE PESCADORES ARTESANALES BANDERANI DE CURIBAYA,TRUCHA,5000,TACNA,0,40000,0,11035338,CURIBAYA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER JOCHA PAMPA,PAPAS NATIVAS,16880,APURIMAC,2400,19280,400,11035361,TORAYA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER JOCHA PAMPA,PAPA HUAYRO,800,APURIMAC,0,720,0,11035361,TORAYA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER JOCHA PAMPA,PAPA AMARILLA,800,APURIMAC,0,720,0,11035361,TORAYA,,
TUBERCULOS ANDINOS,AYMARAES,ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVO AMANECER JOCHA PAMPA,SEMILLA DE PAPA,50,APURIMAC,0,600,0,11035361,TORAYA,,
OREGANO,CANDARAVE,ASOCIACION DE PRODUCTORES SAN JUAN BAUTISTA,OREGANO,1400,TACNA,7000,9800,1000,11035735,CURIBAYA,,
TRUCHAS,AYMARAES,ASOCIACION DE PISIGRANJA NUEVA ESPERANZA CCOLLO,APANADO DE TRUCHA,330,APURIMAC,0,2640,0,11035785,LUCRE,,
TRUCHAS,AYMARAES,ASOCIACION DE PISIGRANJA NUEVA ESPERANZA CCOLLO,CEVICHE DE TRUCHA,522,APURIMAC,0,4176,0,11035785,LUCRE,,
TRUCHAS,AYMARAES,ASOCIACION DE PISIGRANJA NUEVA ESPERANZA CCOLLO,TRUCHA FRESCA,398,APURIMAC,500,3980,50,11035785,LUCRE,,
TRUCHAS,AYMARAES,ASOCIACION DE PISIGRANJA NUEVA ESPERANZA CCOLLO,TRUCHA FRITA,220,APURIMAC,0,1760,0,11035785,LUCRE,,
TRUCHAS,AYMARAES,ASOCIACION DE PISIGRANJA NUEVA ESPERANZA CCOLLO,TRUCHA A LA PLANCHA,2493,APURIMAC,0,19944,0,11035785,LUCRE,,
PANES Y OTROS,ABANCAY,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES DELIZZIA ABANQUINA,TALLARIN DE CASA,260,APURIMAC,0,1690,0,11035886,TAMBURCO,,
PANES Y OTROS,ABANCAY,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES DELIZZIA ABANQUINA,COMIDAS TIPICAS,200,APURIMAC,450,3000,30,11035886,TAMBURCO,,
VERDURAS,GRAU,ASOCIACION DE PRODUCTORES AGROPECUARIOS SANTA ROSA DE PUYSO,AJO,3880,APURIMAC,0,38800,0,11036022,MICAELA BASTIDAS,,
TUBERCULOS ANDINOS,GRAU,ASOCIACION DE PRODUCTORES DE PAPAS NATIVAS PATRON SANTIAGO DE AYRIHUANCA,PAPA BLANCA,4500,APURIMAC,810,9900,300,11036209,MICAELA BASTIDAS,,
TUBERCULOS ANDINOS,GRAU,ASOCIACION DE PRODUCTORES DE PAPAS NATIVAS PATRON SANTIAGO DE AYRIHUANCA,PAPA HUAYRO,5600,APURIMAC,0,11200,0,11036209,MICAELA BASTIDAS,,
TUBERCULOS ANDINOS,GRAU,ASOCIACION DE PRODUCTORES DE PAPAS NATIVAS PATRON SANTIAGO DE AYRIHUANCA,PAPA CULETO,6800,APURIMAC,0,13600,0,11036209,MICAELA BASTIDAS,,
FRUTAS,ABANCAY,ASOCIACION CIVIL TARPUY ALLIN KAUSANAPAQ,PLANTONES DE PALTO VARIEDAD FUERTE (S./10.00),186,APURIMAC,0,1860,0,11036235,PICHIRHUA,,
FRUTAS,ABANCAY,ASOCIACION CIVIL TARPUY ALLIN KAUSANAPAQ,PLANTONES DE PAPAYA (8.00),55,APURIMAC,0,440,0,11036235,PICHIRHUA,,
FRUTAS,ABANCAY,ASOCIACION CIVIL TARPUY ALLIN KAUSANAPAQ,PLANTONES DE DURAZNO,75,APURIMAC,0,600,0,11036235,PICHIRHUA,,
FRUTAS,ABANCAY,ASOCIACION CIVIL TARPUY ALLIN KAUSANAPAQ,PLANTONES DE PALTO VARIEDAD HASS (S./10.00),176,APURIMAC,0,1760,0,11036235,PICHIRHUA,,
